Source DataFile                                            ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
-----------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:39,    1694441139405,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     1.6217,     0.9903,    255.49,    348.32,   1496.99,    0.7673,    0.0000,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:41,    1694441140995,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2887,     0.9902,    358.26,    339.58,   1328.27,    0.7443,    0.1540,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:42,    1694441142483,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.3067,     0.9913,    370.85,    307.41,   1293.17,    0.7623,    0.2290,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:44,    1694441143975,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2408,     0.9899,    368.16,    313.92,   1345.89,    0.7668,    0.1620,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:45,    1694441145441,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2712,     0.9911,    351.45,    316.11,   1338.89,    0.7639,    0.1700,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:47,    1694441146917,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2903,     0.9946,    368.84,    319.48,   1304.54,    0.7551,    0.1770,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:48,    1694441148434,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.3065,     0.9932,    364.01,    306.72,   1306.02,    0.7651,    0.2340,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:50,    1694441149917,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.3379,     0.9913,    372.27,    310.07,   1321.30,    0.7653,    0.1810,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:51,    1694441151420,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2406,     0.9924,    370.51,    312.80,   1315.49,    0.7622,    0.1770,
C:\LIFT\DATA\LOW\NoDecay\20230911_NaOm1663_22C_1S_data.csv , 2023/09/11, 11:05:53,    1694441152922,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.4330,     0.9934,    358.34,    302.34,   1307.76,    0.7688,    0.2170,
