Source DataFile                                            ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
-----------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:17,    1678802297341,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,    33.3801,     0.9760,    272.15,    841.24,   2404.12,    0.6501,    0.3000,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:18,    1678802298777,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,    11.2751,     0.9670,    288.73,    960.91,   2140.06,    0.5510,    0.3450,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:20,    1678802300204,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.9848,     0.9638,    308.14,    955.14,   2049.21,    0.5339,    0.4160,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:21,    1678802301621,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    13.4846,     0.9725,    301.61,    910.98,   2144.06,    0.5751,    0.3770,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:23,    1678802303048,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.1521,     0.9740,    296.15,    897.68,   2143.53,    0.5812,    0.3490,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:24,    1678802304480,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     9.7720,     0.9690,    301.75,    918.95,   2079.69,    0.5581,    0.3790,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:26,    1678802305906,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     9.8135,     0.9658,    305.04,    916.68,   2072.98,    0.5578,    0.3980,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:27,    1678802307344,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    15.0256,     0.9722,    303.72,    908.36,   2098.95,    0.5672,    0.3740,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_1S_data.csv , 2023/03/14, 10:58:28,    1678802308775,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.1176,     0.9706,    302.87,    907.40,   2089.96,    0.5658,    0.3800,
