Source DataFile                                            ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
-----------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:22,    1678804221954,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    34.2926,     0.9806,    275.06,    744.68,   2029.67,    0.6331,    0.3360,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:23,    1678804223374,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     7.4417,     0.9728,    273.59,    830.43,   1892.61,    0.5612,    0.3700,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:24,    1678804224801,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.2409,     0.9706,    287.52,    814.47,   1846.74,    0.5590,    0.4270,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:26,    1678804226226,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    15.5177,     0.9759,    281.86,    785.05,   1945.59,    0.5965,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:27,    1678804227659,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.6024,     0.9750,    277.88,    781.65,   1931.22,    0.5953,    0.3730,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:29,    1678804229078,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.0366,     0.9728,    280.61,    801.81,   1884.75,    0.5746,    0.3970,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:30,    1678804230511,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.3689,     0.9703,    282.56,    796.87,   1881.93,    0.5766,    0.4050,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:32,    1678804231935,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    13.4537,     0.9752,    282.47,    791.08,   1911.56,    0.5862,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_10C_1S_data.csv , 2023/03/14, 11:30:33,    1678804233358,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.6851,     0.9743,    281.09,    792.79,   1904.74,    0.5838,    0.3920,
