----,
DateTime:        , 2023/09/12, 15:32:45, 1694543565103,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,-Not Acquired--,
PIF:,        -2920.00,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      54,      55,      56,
Lamps:,        #10000,
Gain:,              1,      10, 
SNR_raw:,     196.55,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    220.900,
    1,        0.8,    339.953,     254.447,    241.396,
    2,        3.3,    359.876,     271.650,    263.469,
    3,        5.8,    360.213,     287.886,    285.566,
    4,        8.3,    360.288,     303.646,    307.340,
    5,       10.8,    360.625,     323.051,    328.565,
    6,       13.3,    360.737,     341.246,    349.061,
    7,       15.8,    360.962,     359.872,    368.720,
    8,       18.3,    360.849,     379.383,    387.454,
    9,       20.8,    360.962,     398.103,    405.230,
   10,       23.3,    361.149,     417.280,    422.030,
   11,       25.8,    361.373,     434.730,    437.855,
   12,       28.3,    361.261,     450.920,    452.710,
   13,       30.8,    361.486,     465.025,    466.622,
   14,       33.3,    361.448,     481.397,    479.619,
   15,       35.8,    361.486,     494.625,    491.736,
   16,       38.3,    361.299,     505.676,    503.008,
   17,       40.8,    361.598,     516.319,    513.484,
   18,       43.3,    361.673,     526.442,    523.203,
   19,       45.8,    361.636,     535.345,    532.206,
   20,       48.3,    362.122,     544.291,    540.538,
   21,       50.8,    361.823,     551.375,    548.239,
   22,       53.3,    361.673,     558.792,    555.348,
   23,       55.8,    361.823,     564.917,    561.906,
   24,       58.3,    361.748,     571.116,    567.950,
   25,       60.8,    362.085,     575.279,    573.515,
   26,       63.3,    362.010,     580.371,    578.636,
   27,       65.8,    362.048,     585.282,    583.347,
   28,       68.3,    362.010,     588.934,    587.676,
   29,       70.8,    362.048,     591.911,    591.653,
